date;DSP;length;source;isrc;track_artist;track_name;album_title;cpline;album_release_date;days_since_release;streams
2026-02-07;UMA;Полный стрим;Медиатека;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;3
2026-02-07;КИОН Музыка;0-5 сек;Моя Волна;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;1
2026-02-07;Яндекс Музыка;Полный стрим;Медиатека;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;35
2026-02-07;Яндекс Музыка;6-29 сек;Плейлисты;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;7
2026-02-07;Яндекс Музыка;Полный стрим;Моя Волна;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;47
2026-02-07;UMA;0-5 сек;Другое;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;2
2026-02-07;Яндекс Музыка;Платный стрим (30+ сек);Альбом;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;2
2026-02-07;UMA;Платный стрим (30+ сек);Медиатека;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;1
2026-02-07;КИОН Музыка;6-29 сек;Моя Волна;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;1
2026-02-07;UMA;6-29 сек;Альбом;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;2
2026-02-07;UMA;6-29 сек;Другое;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;6
2026-02-07;Яндекс Музыка;0-5 сек;Плейлисты;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;1
2026-02-07;Яндекс Музыка;6-29 сек;Моя Волна;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;78
2026-02-07;Яндекс Музыка;0-5 сек;Альбом;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;1
2026-02-07;UMA;0-5 сек;Медиатека;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;1
2026-02-07;Яндекс Музыка;6-29 сек;Медиатека;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;8
2026-02-07;Яндекс Музыка;Полный стрим;Альбом;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;1
2026-02-07;UMA;6-29 сек;Медиатека;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;2
2026-02-07;Яндекс Музыка;Платный стрим (30+ сек);Плейлисты;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;2
2026-02-07;Яндекс Музыка;0-5 сек;Медиатека;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;20
2026-02-07;КИОН Музыка;Полный стрим;Медиатека;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;4
2026-02-07;Яндекс Музыка;Платный стрим (30+ сек);Медиатека;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;16
2026-02-07;КИОН Музыка;Полный стрим;Моя Волна;RUAGW2600605;Makishima;Bounce Rusty;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;1
2026-02-07;UMA;Полный стрим;Альбом;FR96X2566422;MEELBRN;FULL CLIP;MEELBRN - FULL CLIP;℗ 2025 ROSSEL 66;2025-04-11;302;1
2026-02-07;КИОН Музыка;0-5 сек;Медиатека;FR96X2566422;MEELBRN;FULL CLIP;MEELBRN - FULL CLIP;℗ 2025 ROSSEL 66;2025-04-11;302;1
2026-02-07;Яндекс Музыка;6-29 сек;Моя Волна;FR96X2566422;MEELBRN;FULL CLIP;MEELBRN - FULL CLIP;℗ 2025 ROSSEL 66;2025-04-11;302;16
2026-02-07;Яндекс Музыка;0-5 сек;Моя Волна;FR96X2566422;MEELBRN;FULL CLIP;MEELBRN - FULL CLIP;℗ 2025 ROSSEL 66;2025-04-11;302;11
2026-02-07;Яндекс Музыка;0-5 сек;Медиатека;FR96X2566422;MEELBRN;FULL CLIP;MEELBRN - FULL CLIP;℗ 2025 ROSSEL 66;2025-04-11;302;3
2026-02-07;Яндекс Музыка;Платный стрим (30+ сек);Моя Волна;FR96X2566422;MEELBRN;FULL CLIP;MEELBRN - FULL CLIP;℗ 2025 ROSSEL 66;2025-04-11;302;4
2026-02-07;Яндекс Музыка;0-5 сек;Плейлисты;FR96X2566422;MEELBRN;FULL CLIP;MEELBRN - FULL CLIP;℗ 2025 ROSSEL 66;2025-04-11;302;2
2026-02-07;Яндекс Музыка;Полный стрим;Медиатека;FR96X2566422;MEELBRN;FULL CLIP;MEELBRN - FULL CLIP;℗ 2025 ROSSEL 66;2025-04-11;302;6
2026-02-07;Яндекс Музыка;Полный стрим;Моя Волна;FR96X2566422;MEELBRN;FULL CLIP;MEELBRN - FULL CLIP;℗ 2025 ROSSEL 66;2025-04-11;302;13
2026-02-07;Яндекс Музыка;6-29 сек;Медиатека;FR96X2566422;MEELBRN;FULL CLIP;MEELBRN - FULL CLIP;℗ 2025 ROSSEL 66;2025-04-11;302;2
2026-02-07;UMA;Платный стрим (30+ сек);Медиатека;RUAGW2600604;Makishima;Bounce;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;7
2026-02-07;Яндекс Музыка;Полный стрим;Моя Волна;RUAGW2600604;Makishima;Bounce;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;51
2026-02-07;Яндекс Музыка;0-5 сек;Плейлисты;RUAGW2600604;Makishima;Bounce;Makishima - Bounce;℗ 2026 ROSSEL 66;2026-01-23;15;2
